0.005,378.15
0.05,419.15
0.1,433.15
0.15,442.15
0.2,447.15
0.25,455.15
0.3,461.15
0.35,468.15
0.4,469.15
0.45,477.15
0.5,482.15
0.55,488.15
0.6,491.15
0.65,498.15
0.7,504.15
0.75,509.15
0.8,517.15
0.85,526.15
0.9,533.15
0.95,545.15
0.995,582.15
