0.005,380.15
0.05,423.15
0.1,439.15
0.15,447.15
0.2,455.15
0.25,462.15
0.3,469.15
0.35,474.15
0.4,481.15
0.45,487.15
0.5,489.15
0.55,496.15
0.6,502.15
0.65,508.15
0.7,511.15
0.75,519.15
0.8,526.15
0.85,533.15
0.9,543.15
0.95,555.15
0.995,590.15
